panel,partition,group,structure_id,pocket_id,ec1,native6,common4,metal_symbols,matched_site_keys
pinmymetal,train,3pah,3pah__chain_A__EC_1.14.16.1,3pah__chain_A__EC_1.14.16.1_METAL_0,1,3,3,FE,"[[""3pah"",""1.14.16.1"",""A_425""]]"
pinmymetal,train,3pbm,3pbm__chain_A__EC_3.5.4.4,3pbm__chain_A__EC_3.5.4.4_METAL_0,3,2,2,ZN,"[[""3pbm"",""3.5.4.4"",""A_327""]]"
pinmymetal,train,3pfo,3pfo__chain_A__EC_3.5.1.16,3pfo__chain_A__EC_3.5.1.16_METAL_0,3,2,2,ZN,"[[""3pfo"",""3.5.1.16"",""A_450""],[""3pfo"",""3.5.1.16"",""A_451""]]"
pinmymetal,train,3pgb,3pgb__chain_A__EC_1.4.3.6,3pgb__chain_A__EC_1.4.3.6_METAL_0,1,1,1,CU,"[[""3pgb"",""1.4.3.6"",""A_901""]]"
pinmymetal,train,3py8,3py8__chain_A__EC_2.7.7.7,3py8__chain_A__EC_2.7.7.7_METAL_0,2,0,0,MN,"[[""3py8"",""2.7.7.7"",""A_833""]]"
pinmymetal,train,3q14,3q14__chain_A__EC_1.14.13.-,3q14__chain_A__EC_1.14.13.-_METAL_0,1,3,3,FE,"[[""3q14"",""1.14.13.-"",""A_501""],[""3q14"",""1.14.13.-"",""A_502""]]"
pinmymetal,train,3q2a,3q2a__chain_A__EC_1.14.13.-,3q2a__chain_A__EC_1.14.13.-_METAL_0,1,3,3,FE,"[[""3q2a"",""1.14.13.-"",""A_517""],[""3q2a"",""1.14.13.-"",""A_518""]]"
pinmymetal,train,3q3m,3q3m__chain_A__EC_1.14.13.-,3q3m__chain_A__EC_1.14.13.-_METAL_0,1,3,3,FE,"[[""3q3m"",""1.14.13.-"",""A_509""],[""3q3m"",""1.14.13.-"",""A_870""]]"
pinmymetal,train,3q3n,3q3n__chain_A__EC_1.14.13.-,3q3n__chain_A__EC_1.14.13.-_METAL_0,1,3,3,FE,"[[""3q3n"",""1.14.13.-"",""A_509""],[""3q3n"",""1.14.13.-"",""A_510""]]"
pinmymetal,train,3q3o,3q3o__chain_A__EC_1.14.13.-,3q3o__chain_A__EC_1.14.13.-_METAL_0,1,3,3,FE,"[[""3q3o"",""1.14.13.-"",""A_501""],[""3q3o"",""1.14.13.-"",""A_502""]]"
pinmymetal,train,3q6v,3q6v__chain_A__EC_3.5.2.6,3q6v__chain_A__EC_3.5.2.6_METAL_0,3,2,2,ZN,"[[""3q6v"",""3.5.2.6"",""A_2""]]"
pinmymetal,train,3qga,3qga__chain_C__EC_3.5.1.5,3qga__chain_C__EC_3.5.1.5_METAL_0,3,3,3,FE,"[[""3qga"",""3.5.1.5"",""C_774""],[""3qga"",""3.5.1.5"",""C_775""]]"
pinmymetal,train,3qi3,3qi3__chain_A__EC_3.1.4.35,3qi3__chain_A__EC_3.1.4.35_METAL_0,3,2,2,ZN,"[[""3qi3"",""3.1.4.35"",""A_534""]]"
pinmymetal,train,3qvb,3qvb__chain_A__EC_2.4.1.186,3qvb__chain_A__EC_2.4.1.186_METAL_0,2,0,0,MN,"[[""3qvb"",""2.4.1.186"",""A_263""]]"
pinmymetal,train,3qy7,3qy7__chain_A__EC_3.1.3.48,3qy7__chain_A__EC_3.1.3.48_METAL_0,3,3,3,FE,"[[""3qy7"",""3.1.3.48"",""A_263""],[""3qy7"",""3.1.3.48"",""A_264""]]"
pinmymetal,train,3qy8,3qy8__chain_A__EC_3.1.3.48,3qy8__chain_A__EC_3.1.3.48_METAL_0,3,3,3,FE,"[[""3qy8"",""3.1.3.48"",""A_252""],[""3qy8"",""3.1.3.48"",""A_253""]]"
pinmymetal,train,3r0i,3r0i__chain_A__EC_1.1.1.267,3r0i__chain_A__EC_1.1.1.267_METAL_0,1,0,0,MN,"[[""3r0i"",""1.1.1.267"",""A_990""]]"
pinmymetal,train,3ras,3ras__chain_A__EC_1.1.1.267,3ras__chain_A__EC_1.1.1.267_METAL_0,1,0,0,MN,"[[""3ras"",""1.1.1.267"",""A_392""]]"
pinmymetal,train,3rgt,3rgt__chain_A__EC_4.2.1.8,3rgt__chain_A__EC_4.2.1.8_METAL_0,4,4,3,CO,"[[""3rgt"",""4.2.1.8"",""A_406""]]"
pinmymetal,train,3ri7,3ri7__chain_A__EC_1.14.13.-,3ri7__chain_A__EC_1.14.13.-_METAL_0,1,3,3,FE,"[[""3ri7"",""1.14.13.-"",""A_1""],[""3ri7"",""1.14.13.-"",""A_494""]]"
pinmymetal,train,3rl4,3rl4__chain_A__EC_3.1.-.-,3rl4__chain_A__EC_3.1.-.-_METAL_0,3,0,0,MN,"[[""3rl4"",""3.1.-.-"",""A_444""],[""3rl4"",""3.1.-.-"",""A_555""]]"
pinmymetal,train,3rmk,3rmk__chain_A__EC_1.14.13.-,3rmk__chain_A__EC_1.14.13.-_METAL_0,1,3,3,FE,"[[""3rmk"",""1.14.13.-"",""A_1""],[""3rmk"",""1.14.13.-"",""A_494""]]"
pinmymetal,train,3rmu,3rmu__chain_A__EC_5.1.99.1,3rmu__chain_A__EC_5.1.99.1_METAL_0,5,4,3,CO,"[[""3rmu"",""5.1.99.1"",""A_1""]]"
pinmymetal,train,3rmv,3rmv__chain_A__EC_2.4.1.186,3rmv__chain_A__EC_2.4.1.186_METAL_0,2,0,0,MN,"[[""3rmv"",""2.4.1.186"",""A_263""]]"
pinmymetal,train,3rmw,3rmw__chain_A__EC_2.4.1.186,3rmw__chain_A__EC_2.4.1.186_METAL_0,2,0,0,MN,"[[""3rmw"",""2.4.1.186"",""A_264""]]"
pinmymetal,train,3rn9,3rn9__chain_A__EC_1.14.-.-,3rn9__chain_A__EC_1.14.-.-_METAL_0,1,3,3,FE,"[[""3rn9"",""1.14.-.-"",""A_499""],[""3rn9"",""1.14.-.-"",""A_500""]]"
pinmymetal,train,3rnb,3rnb__chain_A__EC_1.14.-.-,3rnb__chain_A__EC_1.14.-.-_METAL_0,1,3,3,FE,"[[""3rnb"",""1.14.-.-"",""A_500""],[""3rnb"",""1.14.-.-"",""A_501""]]"
pinmymetal,train,3rnc,3rnc__chain_A__EC_1.14.-.-,3rnc__chain_A__EC_1.14.-.-_METAL_0,1,3,3,FE,"[[""3rnc"",""1.14.-.-"",""A_499""],[""3rnc"",""1.14.-.-"",""A_500""]]"
pinmymetal,train,3rnf,3rnf__chain_A__EC_1.14.-.-,3rnf__chain_A__EC_1.14.-.-_METAL_0,1,3,3,FE,"[[""3rnf"",""1.14.-.-"",""A_500""],[""3rnf"",""1.14.-.-"",""A_501""]]"
pinmymetal,train,3rng,3rng__chain_A__EC_1.14.-.-,3rng__chain_A__EC_1.14.-.-_METAL_0,1,3,3,FE,"[[""3rng"",""1.14.-.-"",""A_499""],[""3rng"",""1.14.-.-"",""A_500""]]"
pinmymetal,train,3rpd,3rpd__chain_A__EC_2.1.1.14,3rpd__chain_A__EC_2.1.1.14_METAL_0,2,2,2,ZN,"[[""3rpd"",""2.1.1.14"",""A_355""]]"
pinmymetal,train,3rzj,3rzj__chain_A__EC_1.14.11.-,3rzj__chain_A__EC_1.14.11.-_METAL_0,1,0,0,MN,"[[""3rzj"",""1.14.11.-"",""A_1""]]"
pinmymetal,train,3rzk,3rzk__chain_A__EC_1.14.11.-,3rzk__chain_A__EC_1.14.11.-_METAL_0,1,0,0,MN,"[[""3rzk"",""1.14.11.-"",""A_1""]]"
pinmymetal,train,3s57,3s57__chain_A__EC_1.14.11.-,3s57__chain_A__EC_1.14.11.-_METAL_0,1,0,0,MN,"[[""3s57"",""1.14.11.-"",""A_1""]]"
pinmymetal,train,3s5a,3s5a__chain_A__EC_1.14.11.-,3s5a__chain_A__EC_1.14.11.-_METAL_0,1,0,0,MN,"[[""3s5a"",""1.14.11.-"",""A_1""]]"
pinmymetal,train,3ssb,3ssb__chain_A__EC_3.4.24.27,3ssb__chain_A__EC_3.4.24.27_METAL_0,3,2,2,ZN,"[[""3ssb"",""3.4.24.27"",""A_999""]]"
pinmymetal,train,3t3y,3t3y__chain_A__EC_1.14.11.-,3t3y__chain_A__EC_1.14.11.-_METAL_0,1,3,3,FE,"[[""3t3y"",""1.14.11.-"",""A_300""]]"
pinmymetal,train,3t4h,3t4h__chain_B__EC_1.14.11.-,3t4h__chain_B__EC_1.14.11.-_METAL_0,1,3,3,FE,"[[""3t4h"",""1.14.11.-"",""B_300""]]"
pinmymetal,train,3t4v,3t4v__chain_A__EC_1.14.11.-,3t4v__chain_A__EC_1.14.11.-_METAL_0,1,3,3,FE,"[[""3t4v"",""1.14.11.-"",""A_300""]]"
pinmymetal,train,3t7m,3t7m__chain_A__EC_2.4.1.186,3t7m__chain_A__EC_2.4.1.186_METAL_0,2,0,0,MN,"[[""3t7m"",""2.4.1.186"",""A_263""]]"
pinmymetal,train,3t7n,3t7n__chain_A__EC_2.4.1.186,3t7n__chain_A__EC_2.4.1.186_METAL_0,2,0,0,MN,"[[""3t7n"",""2.4.1.186"",""A_263""]]"
pinmymetal,train,3t7o,3t7o__chain_A__EC_2.4.1.186,3t7o__chain_A__EC_2.4.1.186_METAL_0,2,0,0,MN,"[[""3t7o"",""2.4.1.186"",""A_264""]]"
pinmymetal,train,3tc3,3tc3__chain_A__EC_3.-.-.-,3tc3__chain_A__EC_3.-.-.-_METAL_0,3,0,0,MN,"[[""3tc3"",""3.-.-.-"",""A_290""]]"
pinmymetal,train,3tcy,3tcy__chain_A__EC_1.14.16.1,3tcy__chain_A__EC_1.14.16.1_METAL_0,1,4,3,CO,"[[""3tcy"",""1.14.16.1"",""A_298""]]"
pinmymetal,train,3tk2,3tk2__chain_A__EC_1.14.16.1,3tk2__chain_A__EC_1.14.16.1_METAL_0,1,4,3,CO,"[[""3tk2"",""1.14.16.1"",""A_299""]]"
pinmymetal,train,3tk4,3tk4__chain_A__EC_1.14.16.1,3tk4__chain_A__EC_1.14.16.1_METAL_0,1,4,3,CO,"[[""3tk4"",""1.14.16.1"",""A_298""]]"
pinmymetal,train,3tr8,3tr8__chain_A__EC_3.1.-.-,3tr8__chain_A__EC_3.1.-.-_METAL_0,3,0,0,MN,"[[""3tr8"",""3.1.-.-"",""A_184""],[""3tr8"",""3.1.-.-"",""A_185""]]"
pinmymetal,train,3tx0,3tx0__chain_A__EC_5.4.2.7,3tx0__chain_A__EC_5.4.2.7_METAL_0,5,0,0,MN,"[[""3tx0"",""5.4.2.7"",""A_395""]]"
pinmymetal,train,3tx0,3tx0__chain_A__EC_5.4.2.7,3tx0__chain_A__EC_5.4.2.7_METAL_1,5,0,0,MN,"[[""3tx0"",""5.4.2.7"",""A_396""]]"
pinmymetal,train,3u1n,3u1n__chain_A__EC_3.1.4.-,3u1n__chain_A__EC_3.1.4.-_METAL_0,3,2,2,ZN,"[[""3u1n"",""3.1.4.-"",""A_627""]]"
pinmymetal,train,3u2t,3u2t__chain_A__EC_2.4.1.186,3u2t__chain_A__EC_2.4.1.186_METAL_0,2,0,0,MN,"[[""3u2t"",""2.4.1.186"",""A_263""]]"
pinmymetal,train,3u2u,3u2u__chain_A__EC_2.4.1.186,3u2u__chain_A__EC_2.4.1.186_METAL_0,2,0,0,MN,"[[""3u2u"",""2.4.1.186"",""A_267""]]"
pinmymetal,train,3u2v,3u2v__chain_A__EC_2.4.1.186,3u2v__chain_A__EC_2.4.1.186_METAL_0,2,0,0,MN,"[[""3u2v"",""2.4.1.186"",""A_269""]]"
pinmymetal,train,3u2w,3u2w__chain_A__EC_2.4.1.186,3u2w__chain_A__EC_2.4.1.186_METAL_0,2,0,0,MN,"[[""3u2w"",""2.4.1.186"",""A_263""]]"
pinmymetal,train,3u2x,3u2x__chain_A__EC_2.4.1.186,3u2x__chain_A__EC_2.4.1.186_METAL_0,2,0,0,MN,"[[""3u2x"",""2.4.1.186"",""A_263""]]"
pinmymetal,train,3u6w,3u6w__chain_A__EC_2.3.3.13,3u6w__chain_A__EC_2.3.3.13_METAL_0,2,0,0,MN,"[[""3u6w"",""2.3.3.13"",""A_426""]]"
pinmymetal,train,3uyj,3uyj__chain_A__EC_1.14.11.27,3uyj__chain_A__EC_1.14.11.27_METAL_0,1,5,3,NI,"[[""3uyj"",""1.14.11.27"",""A_501""]]"
pinmymetal,train,3v8z,3v8z__chain_A__EC_2.4.1.186,3v8z__chain_A__EC_2.4.1.186_METAL_0,2,0,0,MN,"[[""3v8z"",""2.4.1.186"",""A_304""]]"
pinmymetal,train,3v91,3v91__chain_A__EC_2.4.1.186,3v91__chain_A__EC_2.4.1.186_METAL_0,2,0,0,MN,"[[""3v91"",""2.4.1.186"",""A_303""]]"
pinmymetal,train,3ves,3ves__chain_A__EC_2.1.3.-,3ves__chain_A__EC_2.1.3.-_METAL_0,2,0,0,MN,"[[""3ves"",""2.1.3.-"",""A_603""]]"
pinmymetal,train,3vet,3vet__chain_A__EC_2.1.3.-,3vet__chain_A__EC_2.1.3.-_METAL_0,2,0,0,MN,"[[""3vet"",""2.1.3.-"",""A_605""]]"
pinmymetal,train,3vi1,3vi1__chain_A__EC_3.4.24.-,3vi1__chain_A__EC_3.4.24.-_METAL_0,3,2,2,ZN,"[[""3vi1"",""3.4.24.-"",""A_500""]]"
pinmymetal,train,3vpb,3vpb__chain_A__EC_3.5.1.16,3vpb__chain_A__EC_3.5.1.16_METAL_0,3,2,2,ZN,"[[""3vpb"",""3.5.1.16"",""A_503""]]"
pinmymetal,train,3vsi,3vsi__chain_B__EC_1.13.11.8,3vsi__chain_B__EC_1.13.11.8_METAL_0,1,3,3,FE,"[[""3vsi"",""1.13.11.8"",""B_401""]]"
pinmymetal,train,3vyl,3vyl__chain_A__EC_5.3.1.-,3vyl__chain_A__EC_5.3.1.-_METAL_0,5,0,0,MN,"[[""3vyl"",""5.3.1.-"",""A_1001""]]"
pinmymetal,train,3wfb,3wfb__chain_B__EC_1.7.2.5,3wfb__chain_B__EC_1.7.2.5_METAL_0,1,3,3,FE,"[[""3wfb"",""1.7.2.5"",""B_803""]]"
pinmymetal,train,3zbm,3zbm__chain_A__EC_1.7.2.1,3zbm__chain_A__EC_1.7.2.1_METAL_0,1,1,1,CU,"[[""3zbm"",""1.7.2.1"",""A_1460""]]"
pinmymetal,train,3zds,3zds__chain_A__EC_1.13.11.5,3zds__chain_A__EC_1.13.11.5_METAL_0,1,3,3,FE,"[[""3zds"",""1.13.11.5"",""A_2000""]]"
pinmymetal,train,3zhx,3zhx__chain_A__EC_1.1.1.267,3zhx__chain_A__EC_1.1.1.267_METAL_0,1,0,0,MN,"[[""3zhx"",""1.1.1.267"",""A_401""]]"
pinmymetal,train,3zhy,3zhy__chain_A__EC_1.1.1.267,3zhy__chain_A__EC_1.1.1.267_METAL_0,1,0,0,MN,"[[""3zhy"",""1.1.1.267"",""A_401""]]"
pinmymetal,train,3ziy,3ziy__chain_A__EC_1.7.2.1,3ziy__chain_A__EC_1.7.2.1_METAL_0,1,1,1,CU,"[[""3ziy"",""1.7.2.1"",""A_501""]]"
pinmymetal,train,3zku,3zku__chain_A__EC_1.21.3.1,3zku__chain_A__EC_1.21.3.1_METAL_0,1,3,3,FE,"[[""3zku"",""1.21.3.1"",""A_1328""]]"
pinmymetal,train,3zky,3zky__chain_A__EC_1.21.3.1,3zky__chain_A__EC_1.21.3.1_METAL_0,1,3,3,FE,"[[""3zky"",""1.21.3.1"",""A_1332""]]"
pinmymetal,train,3zuk,3zuk__chain_A__EC_3.4.24.-,3zuk__chain_A__EC_3.4.24.-_METAL_0,3,2,2,ZN,"[[""3zuk"",""3.4.24.-"",""A_1664""]]"
pinmymetal,train,3zvs,3zvs__chain_A__EC_3.-.-.-,3zvs__chain_A__EC_3.-.-.-_METAL_0,3,2,2,ZN,"[[""3zvs"",""3.-.-.-"",""A_1159""]]"
pinmymetal,train,3zwf,3zwf__chain_A__EC_3.1.26.11,3zwf__chain_A__EC_3.1.26.11_METAL_0,3,2,2,ZN,"[[""3zwf"",""3.1.26.11"",""A_1363""],[""3zwf"",""3.1.26.11"",""A_1364""]]"
pinmymetal,train,4a03,4a03__chain_A__EC_1.1.1.267,4a03__chain_A__EC_1.1.1.267_METAL_0,1,0,0,MN,"[[""4a03"",""1.1.1.267"",""A_401""]]"
pinmymetal,train,4aap,4aap__chain_A__EC_1.14.11.27,4aap__chain_A__EC_1.14.11.27_METAL_0,1,2,2,ZN,"[[""4aap"",""1.14.11.27"",""A_500""]]"
pinmymetal,train,4ad9,4ad9__chain_A__EC_3.-.-.-,4ad9__chain_A__EC_3.-.-.-_METAL_0,3,2,2,ZN,"[[""4ad9"",""3.-.-.-"",""A_1000""],[""4ad9"",""3.-.-.-"",""A_1001""]]"
pinmymetal,train,4aic,4aic__chain_A__EC_1.1.1.267,4aic__chain_A__EC_1.1.1.267_METAL_0,1,0,0,MN,"[[""4aic"",""1.1.1.267"",""A_1392""]]"
pinmymetal,train,4aq6,4aq6__chain_A__EC_1.13.11.5,4aq6__chain_A__EC_1.13.11.5_METAL_0,1,3,3,FE,"[[""4aq6"",""1.13.11.5"",""A_837""]]"
pinmymetal,train,4ask,4ask__chain_A__EC_1.14.11.-,4ask__chain_A__EC_1.14.11.-_METAL_1,1,4,3,CO,"[[""4ask"",""1.14.11.-"",""A_3000""]]"
pinmymetal,train,4ax3,4ax3__chain_A__EC_1.7.2.1,4ax3__chain_A__EC_1.7.2.1_METAL_0,1,1,1,CU,"[[""4ax3"",""1.7.2.1"",""A_501""]]"
pinmymetal,train,4ay7,4ay7__chain_A__EC_2.1.1.247,4ay7__chain_A__EC_2.1.1.247_METAL_0,2,2,2,ZN,"[[""4ay7"",""2.1.1.247"",""A_500""]]"
pinmymetal,train,4b5u,4b5u__chain_A__EC_4.1.2.20,4b5u__chain_A__EC_4.1.2.20_METAL_0,4,4,3,CO,"[[""4b5u"",""4.1.2.20"",""A_1000""]]"
pinmymetal,train,4bb3,4bb3__chain_A__EC_1.21.3.1,4bb3__chain_A__EC_1.21.3.1_METAL_0,1,3,3,FE,"[[""4bb3"",""1.21.3.1"",""A_1332""]]"
pinmymetal,train,4bbr,4bbr__chain_A__EC_2.7.7.6,4bbr__chain_A__EC_2.7.7.6_METAL_1,2,2,2,ZN,"[[""4bbr"",""2.7.7.6"",""A_2457""]]"
pinmymetal,train,4bu2,4bu2__chain_A__EC_1.14.11.-,4bu2__chain_A__EC_1.14.11.-_METAL_0,1,5,3,NI,"[[""4bu2"",""1.14.11.-"",""A_601""]]"
pinmymetal,train,4bxf,4bxf__chain_A__EC_1.14.11.-,4bxf__chain_A__EC_1.14.11.-_METAL_0,1,0,0,MN,"[[""4bxf"",""1.14.11.-"",""A_601""]]"
pinmymetal,train,4bzc,4bzc__chain_A__EC_3.1.5.-,4bzc__chain_A__EC_3.1.5.-_METAL_0,3,0,0,MN,"[[""4bzc"",""3.1.5.-"",""A_750""]]"
pinmymetal,train,4c8d,4c8d__chain_A__EC_1.14.11.-,4c8d__chain_A__EC_1.14.11.-_METAL_0,1,0,0,MN,"[[""4c8d"",""1.14.11.-"",""A_2721""]]"
pinmymetal,train,4c8r,4c8r__chain_A__EC_1.14.11.1,4c8r__chain_A__EC_1.14.11.1_METAL_0,1,5,3,NI,"[[""4c8r"",""1.14.11.1"",""A_501""]]"
pinmymetal,train,4chl,4chl__chain_A__EC_1.13.11.18,4chl__chain_A__EC_1.13.11.18_METAL_0,1,3,3,FE,"[[""4chl"",""1.13.11.18"",""A_501""]]"
pinmymetal,train,4cob,4cob__chain_A__EC_3.5.1.9,4cob__chain_A__EC_3.5.1.9_METAL_0,3,2,2,ZN,"[[""4cob"",""3.5.1.9"",""A_401""],[""4cob"",""3.5.1.9"",""A_402""]]"
pinmymetal,train,4cxx,4cxx__chain_A__EC_1.14.11.-,4cxx__chain_A__EC_1.14.11.-_METAL_0,1,5,3,NI,"[[""4cxx"",""1.14.11.-"",""A_1504""]]"
pinmymetal,train,4czo,4czo__chain_A__EC_1.11.1.13,4czo__chain_A__EC_1.11.1.13_METAL_0,1,0,0,MN,"[[""4czo"",""1.11.1.13"",""A_1372""]]"
pinmymetal,train,4czp,4czp__chain_A__EC_1.11.1.13,4czp__chain_A__EC_1.11.1.13_METAL_0,1,0,0,MN,"[[""4czp"",""1.11.1.13"",""A_1372""]]"
pinmymetal,train,4d0t,4d0t__chain_A__EC_2.4.1.41,4d0t__chain_A__EC_2.4.1.41_METAL_0,2,0,0,MN,"[[""4d0t"",""2.4.1.41"",""A_1571""]]"
pinmymetal,train,4d0z,4d0z__chain_A__EC_2.4.1.41,4d0z__chain_A__EC_2.4.1.41_METAL_0,2,0,0,MN,"[[""4d0z"",""2.4.1.41"",""A_1570""]]"
pinmymetal,train,4d4z,4d4z__chain_A__EC_1.14.99.29,4d4z__chain_A__EC_1.14.99.29_METAL_0,1,3,3,FE,"[[""4d4z"",""1.14.99.29"",""A_301""],[""4d4z"",""1.14.99.29"",""A_302""]]"
pinmymetal,train,4d50,4d50__chain_A__EC_1.14.99.29,4d50__chain_A__EC_1.14.99.29_METAL_0,1,3,3,FE,"[[""4d50"",""1.14.99.29"",""A_301""],[""4d50"",""1.14.99.29"",""A_302""]]"
pinmymetal,train,4diq,4diq__chain_A__EC_1.14.11.27,4diq__chain_A__EC_1.14.11.27_METAL_0,1,5,3,NI,"[[""4diq"",""1.14.11.27"",""A_700""]]"
pinmymetal,train,4e2q,4e2q__chain_A__EC_3.5.3.-,4e2q__chain_A__EC_3.5.3.-_METAL_0,3,0,0,MN,"[[""4e2q"",""3.5.3.-"",""A_301""]]"
pinmymetal,train,4e2s,4e2s__chain_A__EC_3.5.3.-,4e2s__chain_A__EC_3.5.3.-_METAL_0,3,0,0,MN,"[[""4e2s"",""3.5.3.-"",""A_301""]]"
pinmymetal,train,4e4h,4e4h__chain_A__EC_1.14.11.27,4e4h__chain_A__EC_1.14.11.27_METAL_0,1,3,3,FE,"[[""4e4h"",""1.14.11.27"",""A_1001""]]"
pinmymetal,train,4e4z,4e4z__chain_A__EC_1.14.17.3,4e4z__chain_A__EC_1.14.17.3_METAL_0,1,1,1,CU,"[[""4e4z"",""1.14.17.3"",""A_401""]]"
pinmymetal,train,4e4z,4e4z__chain_A__EC_1.14.17.3,4e4z__chain_A__EC_1.14.17.3_METAL_1,1,1,1,CU,"[[""4e4z"",""1.14.17.3"",""A_402""]]"
pinmymetal,train,4esm,4esm__chain_A__EC_1.14.16.1,4esm__chain_A__EC_1.14.16.1_METAL_0,1,4,3,CO,"[[""4esm"",""1.14.16.1"",""A_301""]]"
pinmymetal,train,4etl,4etl__chain_A__EC_1.14.16.1,4etl__chain_A__EC_1.14.16.1_METAL_0,1,4,3,CO,"[[""4etl"",""1.14.16.1"",""A_301""]]"
pinmymetal,train,4ewa,4ewa__chain_A__EC_1.13.11.24,4ewa__chain_A__EC_1.13.11.24_METAL_0,1,3,3,FE,"[[""4ewa"",""1.13.11.24"",""A_1001""]]"
pinmymetal,train,4ewd,4ewd__chain_A__EC_1.13.11.24,4ewd__chain_A__EC_1.13.11.24_METAL_0,1,0,0,MN,"[[""4ewd"",""1.13.11.24"",""A_1001""]]"
pinmymetal,train,4ewe,4ewe__chain_A__EC_1.13.11.24,4ewe__chain_A__EC_1.13.11.24_METAL_0,1,0,0,MN,"[[""4ewe"",""1.13.11.24"",""A_1001""]]"
pinmymetal,train,4ewt,4ewt__chain_A__EC_3.5.1.14,4ewt__chain_A__EC_3.5.1.14_METAL_0,3,0,0,MN,"[[""4ewt"",""3.5.1.14"",""A_401""],[""4ewt"",""3.5.1.14"",""A_402""]]"
pinmymetal,train,4eyu,4eyu__chain_A__EC_1.14.11.-,4eyu__chain_A__EC_1.14.11.-_METAL_0,1,5,3,NI,"[[""4eyu"",""1.14.11.-"",""A_1701""]]"
pinmymetal,train,4f7i,4f7i__chain_A__EC_1.1.1.85,4f7i__chain_A__EC_1.1.1.85_METAL_0,1,0,0,MN,"[[""4f7i"",""1.1.1.85"",""A_999""]]"
pinmymetal,train,4f7o,4f7o__chain_A__EC_3.4.-.-,4f7o__chain_A__EC_3.4.-.-_METAL_0,3,2,2,ZN,"[[""4f7o"",""3.4.-.-"",""A_301""]]"
pinmymetal,train,4f9j,4f9j__chain_A__EC_3.5.1.-,4f9j__chain_A__EC_3.5.1.-_METAL_0,3,3,3,FE,"[[""4f9j"",""3.5.1.-"",""A_701""]]"
pinmymetal,train,4fah,4fah__chain_A__EC_1.13.11.4,4fah__chain_A__EC_1.13.11.4_METAL_0,1,3,3,FE,"[[""4fah"",""1.13.11.4"",""A_401""]]"
pinmymetal,train,4fo7,4fo7__chain_A__EC_3.4.11.18,4fo7__chain_A__EC_3.4.11.18_METAL_0,3,0,0,MN,"[[""4fo7"",""3.4.11.18"",""A_301""],[""4fo7"",""3.4.11.18"",""A_302""]]"
pinmymetal,train,4g2c,4g2c__chain_A__EC_1.-.-.-,4g2c__chain_A__EC_1.-.-.-_METAL_0,1,0,0,MN,"[[""4g2c"",""1.-.-.-"",""A_502""]]"
pinmymetal,train,4gaa,4gaa__chain_A__EC_3.3.2.6,4gaa__chain_A__EC_3.3.2.6_METAL_0,3,2,2,ZN,"[[""4gaa"",""3.3.2.6"",""A_701""]]"
pinmymetal,train,4gae,4gae__chain_A__EC_1.1.1.267,4gae__chain_A__EC_1.1.1.267_METAL_0,1,0,0,MN,"[[""4gae"",""1.1.1.267"",""A_504""]]"
pinmymetal,train,4gsm,4gsm__chain_A__EC_3.5.3.1,4gsm__chain_A__EC_3.5.3.1_METAL_0,3,5,3,NI,"[[""4gsm"",""3.5.3.1"",""A_401""],[""4gsm"",""3.5.3.1"",""A_402""]]"
pinmymetal,train,4gul,4gul__chain_A__EC_1.13.11.24,4gul__chain_A__EC_1.13.11.24_METAL_0,1,3,3,FE,"[[""4gul"",""1.13.11.24"",""A_1001""]]"
pinmymetal,train,4hcc,4hcc__chain_A__EC_3.1.11.1,4hcc__chain_A__EC_3.1.11.1_METAL_0,3,2,2,ZN,"[[""4hcc"",""3.1.11.1"",""A_504""]]"
pinmymetal,train,4hkv,4hkv__chain_A__EC_1.14.12.12,4hkv__chain_A__EC_1.14.12.12_METAL_0,1,3,3,FE,"[[""4hkv"",""1.14.12.12"",""A_1005""]]"
pinmymetal,train,4hm0,4hm0__chain_A__EC_1.14.12.12,4hm0__chain_A__EC_1.14.12.12_METAL_0,1,3,3,FE,"[[""4hm0"",""1.14.12.12"",""A_504""]]"
pinmymetal,train,4hm2,4hm2__chain_A__EC_1.14.12.12,4hm2__chain_A__EC_1.14.12.12_METAL_0,1,3,3,FE,"[[""4hm2"",""1.14.12.12"",""A_1005""]]"
pinmymetal,train,4hm4,4hm4__chain_A__EC_1.14.12.12,4hm4__chain_A__EC_1.14.12.12_METAL_0,1,3,3,FE,"[[""4hm4"",""1.14.12.12"",""A_1005""]]"
pinmymetal,train,4hm6,4hm6__chain_A__EC_1.14.12.12,4hm6__chain_A__EC_1.14.12.12_METAL_0,1,3,3,FE,"[[""4hm6"",""1.14.12.12"",""A_502""]]"
pinmymetal,train,4huz,4huz__chain_A__EC_1.13.11.-,4huz__chain_A__EC_1.13.11.-_METAL_0,1,3,3,FE,"[[""4huz"",""1.13.11.-"",""A_401""]]"
pinmymetal,train,4hvo,4hvo__chain_A__EC_1.13.11.6,4hvo__chain_A__EC_1.13.11.6_METAL_0,1,1,1,CU,"[[""4hvo"",""1.13.11.6"",""A_300""]]"
pinmymetal,train,4hvr,4hvr__chain_A__EC_1.13.11.6,4hvr__chain_A__EC_1.13.11.6_METAL_0,1,3,3,FE,"[[""4hvr"",""1.13.11.6"",""A_201""]]"
